,textID,text,sentiment,unclean_text_len,unclean_text_word_count
1877,300997aaeb,still soo tired ready get day work,0,61,11
1878,d153c44303,sucks,0,17,4
1879,03d9ed3b3d,actually like almost everything job right except part permanent,1,99,17
1880,52cb8d59af,going miranda shopping centre spend time family going away weeks malaysia gonna miss,0,127,23
1881,8395289472,et genitals magic glowing finger,1,46,8
1882,484747a2ea,wanna go,1,12,3
1883,1aba5124eb,apparently tv could fixed plus side refunded cost buy new one,1,111,24
1884,db1e88448e,taking dog vet play date annabelle,1,60,13
1885,1a3ea78c2b,love broughty ferry,2,22,4
1886,c23f633fea,seat nice place go,2,31,8
1887,b83cfda047,listening new green day album fingers crossed,1,54,9
1888,5d0aff483b,mintyfresh thanks much,2,32,4
1889,5fb49dac18,mother taking gambit vet today hope nothing serious,2,77,15
1890,458213811b,needs escape town getting ready seeyuhhh,1,56,9
1891,ad360dc709,mmmm honey mustard chicken w rice veges,1,50,10
1892,bbeaac58fe,missing mrs mcfox,0,17,3
1893,825830ecd6,miacherry morning kik enjoy breakfast,2,43,6
1894,04d529a0ae,sun wonderful makes feel incredibly fat less clothes exposure thing today diet,1,123,21
1895,e98e0fede0,last wr0te got bored previous dayss,0,57,9
1896,e42f22608c,maybe first mistake everyone cool brown nose moment,0,89,16
1897,1dd8d096e8,internet getting slow today,0,37,6
1898,700eb9d742,went get groceries prices inflating gas went another cents hit tcot,0,100,17
1899,bc5a1c6144,watching spongebob,1,18,2
1900,f0815eb38d,absolutely lookin forward,1,34,5
1901,01297393b5,oh gaha course offended would love play day,2,90,20
1902,824186c80e,fighting migraine medication almost working,2,51,7
1903,188d3cea0c,cold beach sucky,1,29,6
1904,b0197ac371,picture day yo preschooler light blue striped utton kahkis wonder color pick hours,1,137,27
1905,28fa4ad6f7,ask time,1,32,7
1906,bb06258b30,welcome twitter time,1,39,6
1907,cebf72f0dc,swords make everyone sexy oh harold,2,39,6
1908,be21289c6c,club card picture cured world hunger made gold thing awesome bad,1,127,25
1909,ce73b46b90,twittername hosted twitterfridge email us want us open fridge check www twitterfridge com,1,117,18
1910,466da2622e,excited rove tonight jennifer garner gina riley,2,57,9
1911,630538c0fe,def anyone leaves room second follow really great dog otherwise far,2,111,23
1912,87580d31b9,getting hair shortly hoping everything going well friend currently getting surgery,2,110,18
1913,b832265a8e,really really want golden retriever bad living home could run around years,1,123,25
1914,2b146b93d7,feel better c teething week rough,1,62,11
1915,a7966b1708,working technology love waz,2,35,6
1916,9f99fb6260,wish could share problems someone,0,68,13
1917,b0240761ea,likes patricia dress,2,22,3
1918,c251de9d23,urban think fail chai latte good,0,46,9
1919,527bc9f3d5,rained ever day miami since,1,54,10
1920,91d6223051,trying open docx file virtual system dryer office,0,104,21
1921,793fae94bb,yes sounds like great idea message lj,2,62,13
1922,a07b2687fc,chocolate milk subway mmm,1,30,5
1923,e616952a65,tweet tweets,2,37,9
1924,cfe3ce1a0b,im sowwie lil late lol looked good though,1,57,13
1925,24969fb071,got standards alice otherwise would got enjoy life life,2,113,22
1926,28252c784d,window ledge decorated quite appropriately love,2,62,10
1927,b37664cb2a,goodnight everyone,2,19,2
1928,4c1b73ef1f,idk im hyper im jumping everyhere ugh lets let friday sweeney todd cinco de mayo il parties,0,116,23
1929,4246aba5de,morrrning time school time learn,2,45,8
1930,c3592fbe9d,partied long hard goodnight twitter see ya mornin,2,62,10
1931,3a8a7232eb,bed stomach ache,0,22,4
1932,61aa37e135,one final,1,14,3
1933,d12e0058a9,july 8th flight gets mate goin hm early,1,74,17
1934,a19c7713f4,yay thanks followfriday failfriday still winning though,1,73,10
1935,3aa1123af3,computer stupid wont let vote could would vote u,0,83,19
1936,471cc33194,miss stupid work,0,27,5
1937,22eef0949d,gettin fuel bad one reading,0,49,10
1938,fb06c8e8ef,kh thing weeaboo still prefer english impatient haha,0,100,20
1939,aee14b9638,waitin many new good songs end didnt like much,1,82,19
1940,bf445ae759,sounds awesome,2,22,3
1941,0530b5e031,im gonna get,1,28,7
1942,3cbc1723cf,everything annoying today,0,31,5
1943,3effbeffea,http tinyurl com 64ozr7 ate kaila ocampo rainbowholic eerie silence net,1,94,8
1944,b31486f8c0,day go good budget video imma put low budget video stadium music end may near,0,135,30
1945,ff85b0b80a,think tamera show anyway cw abc fam appreciating like,0,118,22
1946,86519b9fb0,yeah,1,14,3
1947,35c7182cb7,time go twitter since working full time,1,57,11
1948,26f03060be,problem unfortunately think something sort,1,86,17
1949,5db2195e56,still sick sigh,0,19,4
1950,b1626e8f40,wooo fight goooo vicky,2,50,12
1951,1381ed35a5,two hilaaaaarious love vernae,2,69,13
1952,85178f7eb6,life,0,13,3
1953,8ea8d240e3,paid bills get water electricity another month woot,1,65,11
1954,aebcb91e4a,10pm tonight international space station head texas least,1,91,15
1955,f59555b31d,http twitpic com 672s3 woke morning want leave bed,1,87,14
1956,8f3896e778,done goin home eat dindin contemplate night holds,1,73,14
1957,ad6ce6645a,feels accomplished got lot done today http plurk com p stns9,2,73,9
1958,e2c7ea0ab3,days start moving,1,29,6
1959,9f61b74d16,something strange air lately setting everyone edge going good smudging house good anyway,2,133,25
1960,f9d6dabab7,omgggg hawaii amazing wanna live,2,54,8
1961,ce08346b74,forgot set itunes display play count last night understand taylor swift front belinda haha,1,129,25
1962,60b164350c,brody bf glue,1,34,10
1963,f2c9e0392f,alkaline trio sweet saves day sucked great time anyways awesome seeing everybody hangin,2,127,23
1964,2be8fc0d5c,way see wanted see looong time,1,73,17
1965,15eb9cb435,absolutly love kill bill vol think lucy liu sooo gorgeous,2,74,14
1966,7a026e3da2,spork haha like anyway although miss spork pic go,2,89,18
1967,127ac4d1d2,ohay clean teeth,2,16,3
1968,5b32effb51,well gonna go goodbye,1,36,7
1969,3c2cde14d5,going paris,1,27,5
1970,7f2caf1d49,miss jokes making fun ppl throwing ideas songs movies shows eachother never go away,0,135,25
1971,80f1f32286,,1,15,3
1972,e0e5033f99,also happy star wars day,2,29,5
1973,4956387b43,good morning twitterville work go chat u later,2,70,14
1974,4fa6c23e8a,also make space computer game meet minimum requirements sims moment,1,117,24
1975,c52551ef73,keep mind decide add la leg westt coast stint june,1,85,20
1976,a8296482f1,san antonio missions game waitressing huge crowd meaning slow game,1,84,15
1977,dcdd163fa1,well hate leave must sleep g night hope chat later enjoy li l night owls,2,110,21
1978,dd35a56813,found great places might play safer wait years till car paid,1,98,22
1979,4015d59826,want ot protect moleskinei 12 notebooks worldwide,1,66,10
1980,ff31a70950,got go shopping wife tesco knew day going well,2,78,17
1981,c3af043193,morning appear bit sore head perhaps bag pork scratchings dinner good idea,0,122,25
1982,8a64fe85c7,2008 sorry race charity fun one fun,2,86,19
1983,8f45d14d87,haha didnt see macbook imac pic feel extra jealous lolll,0,87,18
1984,09c18060c4,wait love scripts honestly future career script writer stock twits,2,116,22
1985,4bf8205ece,hey sorry late reply plan posting facebook twitpic,0,86,16
1986,484d3adb43,made little cover iphone birds upside back http twitpic com 67tp9 http twitpic com 67to5,1,129,18
1987,4d9e3851b0,followfriday thank still even close,2,70,13
1988,3ed0a91fc8,please check www mysweetebony com lmk think first paysite post site,1,109,19
1989,e69a4d2ab6,work splendid,2,17,3
1990,9675c21902,done bump back bed seemingly unable muster energy get sundays great,1,109,22
1991,e14df90efb,pool orlando got new kicks going seaworld tommrow miss best friend,0,79,15
1992,96f20eb9ca,x got essay plan written looking couple references get writing,1,101,19
1993,125249886e,father staying home conference calling sorry,0,53,8
1994,6584036615,sinks hospital toilets low grey suit spattered water time physio,0,123,25
1995,c6f4db3b3e,snl w justin timberlake,1,24,4
1996,4027f12112,like crazy witty humor,2,36,8
1997,f42a24eb42,paid mo dedicated server would rather get slice using ms sql,1,88,19
1998,8ffe59dc4e,well best luck,2,18,4
1999,2d27d6cb0e,yeah fun today regret taking cup awesome must find one like,2,118,21
2000,885d08e22d,going eat rice fried chicken sederhana padang restaurant yummy,2,81,13
2001,85bd4a3db0,dont even wii b likes xbox use,2,77,18
2002,2cc97395e7,ughhhh sad day,0,19,3
2003,f0bb64692f,wishing sunny day might bothered get outta bed blues,0,90,19
2004,31098bb260,wishes realized wife held onto debit card took long walk get lunch grrr,0,125,25
2005,5942352255,spoilt like hard put front 14m people really young,0,118,25
2006,01942ec563,ada franco working woo hoo alas unable obtain elita daughter,1,112,20
2007,f6f9eba223,great news,2,18,3
2008,35a2e01940,school guy like talking girl cant stand ppl sooo ughhhh,0,101,20
2009,a194ecc368,alreay feel hang soooo worth,2,43,9
2010,4b14c1d212,cleaning time soon,1,18,3
2011,67b3d27ebf,july soo stoked especially since sleeps us lol refuses wear diapers anymore,2,120,22
2012,c999c3d792,low low low low low low low low low,1,64,9
2013,7f8ceb5336,monk neither elp,1,23,4
2014,d4a209c6e1,henrie would still rather shoes instead bed bc work tommorow love cold weather,2,111,22
2015,b0fc59f0dd,malware work pc miss dept,0,61,13
2016,d0802d8353,heeeey dear finally found,1,29,5
2017,914980413d,study talk later,1,42,10
2018,2a298d5810,knew horse called dollar,1,33,7
2019,2d66a37374,still got going,1,27,6
2020,d833fbe041,wait live ages away still plan going wear lol,2,97,21
2021,73b8b92762,starbucks mother,1,21,3
2022,752bed813d,im leave early go piccolo practice,1,48,10
2023,9f56c796d9,ah getting still fair bit go coming together fairly well aw,2,108,21
2024,3675ceeedd,know call duty scenario game called nazi zombies awesome scary time,1,108,21
2025,7261430b90,lol whispering get trouble almost feels great home feeling like kids,2,113,23
2026,b34b1efb07,http twitpic com 4jcf1 looks great love way bottom,2,75,11
2027,12c74aff83,writing first tweet,1,22,4
2028,bc7fe75312,wondering going put one many itunes hope cd,1,122,27
2029,e1975adfee,know thx ok,2,29,7
2030,7479c985ae,discovered painful sunburn right sholder hopefully turns tan,1,90,16
2031,7d5057e6b4,hah thanks,2,13,2
2032,6f677e4f44,deff workin weekened,1,25,4
2033,08c2e1ebf4,ok thats sleep time,1,26,5
2034,9911728ff4,nice start holiday,2,28,5
2035,041ab65625,took times get wall killed lb dummy drag seconds,0,112,24
2036,1206c7aefb,accidentaly slammed finger trunk,0,45,8
2037,ac41785a98,lock getting better staying,1,45,9
2038,49b3fd2cfb,oh totally want see star trek kristine already seen hubby,1,87,17
2039,2304b6a26b,think found http bit ly 3pj876 play,1,66,12
2040,71df14b7a2,finally shifted twhirl tweetdeck filter close friends updates happy monday peeps,1,110,18
2041,914e57e54b,must morrisons,0,32,6
2042,12c89d051d,,0,14,3
2043,846c546859,nooooo hate traffic,0,22,4
2044,71c9975b09,miss,0,19,5
2045,797da7a153,sorry missed tweet nice long chat across border pastel want recipe email,0,124,26
2046,fc4caebc32,cupcakes gave heartburn,0,26,4
2047,1fd7ca6cf0,jumping im shower long day work shall feel ahmazing math,2,82,17
2048,7fa6b8e981,got followers like someone follow please,1,64,13
2049,00456b08af,09 ii grr oooh aiden lol x,1,37,8
2050,56b4c06802,woohoo procrastinating work going lunch wait sister though dang,1,108,20
2051,f2fd79de98,pandora blocked work bummed,0,38,7
2052,93937bcf32,never cease amaze,2,29,6
2053,1beba1b31c,lick sounds like need week digital detox,1,50,10
2054,dd033a838d,say look yummy want taste human sandwich lmfao makes,2,91,20
2055,e536f13163,need somewhere new,1,32,5
2056,9fda61503d,panasonic charger sorry,0,27,3
2057,6a5472922a,back home monday,1,29,6
2058,4b9b01895c,thats much better flu syndrome,2,41,7
2059,1787c45381,prob sexy site,1,36,8
2060,1d470e8f32,hate skint anybody want give another job haha,1,60,11
2061,024563776a,johnny actually invited movies many things concert,1,92,18
2062,d31bd4a166,http twitpic com 4wtom day soo stressful geee lunch blast tho guys,1,102,17
2063,211346934b,lisa sorta quiet usa gonna crash soon,1,59,11
2064,35ee036565,years left dell okc last time geeky girl waited cry got car love,2,134,31
2065,99fb8ae709,windows open cold ahahah,2,45,9
2066,35327bcf92,jayr oh know budgeting,1,34,7
2067,dd69cd1e12,would working today,1,35,7
2068,7aeef04698,favourite photo took last night http tinyurl com oto5sz wait see pics,2,101,16
2069,49d67efc72,got urge make music like massively going studio,1,71,14
2070,78e6194783,email em email gave u thanx awesome person,2,57,12
2071,47f459b637,happy mother day everyone great day make sure go see ya mommas,2,80,16
2072,749cdf596f,trance drum n bass awesome working dances,2,64,10
2073,8d4d34b7fe,omg hahaha thought joking twittering hahaha awesome good times,2,108,18
2074,2f570da0b5,wish could buy blink presale tickets totally money right guess wait general admission,1,137,26
2075,0ff3a55c45,got back party sooo much fun boom boom pow hahaha ooh told mom happy mother day,2,113,23
2076,5b7fa1a7e0,art history quiz study,1,35,6
2077,f72f91f537,welsh name,1,25,5
2078,504b3f4d66,one day week 60hrs compensate,1,54,11
2079,f706b31629,husband golfing toddler shall frolic consummate mama im happy day,1,111,23
2080,46c3d8aa55,yay happy mothers day screw burnt breakfast bed take e erniehalter live http ustre 2vko,2,119,19
2081,49e457b58b,loving hot weather forecast rest week summer almost heeeeere,2,87,15
2082,fbfcbbfeb6,yaaaaaay get see looking forward cupcakes fun,2,69,13
2083,e4bf91468f,xox oh god everyone dying mainly justin depressing,0,69,11
2084,8602a4b995,http bit ly 13f5m0 alone disbelief quite happy evolution beats alternatives posited,1,129,20
2085,5d7b292cc8,haha better life go get drinks soon jury duty boring,1,101,20
2086,8ea6edf6c7,know gotta wait earl think late wrong,0,85,18
2087,b3047d288a,moment fly car,1,30,6
2088,d88ca29383,watkins oh gosh ian always miss,0,54,12
2089,ff698decc9,good morning woke mother day,2,48,9
2090,411a54feb1,painting nails green attempt look like army person annoyed everyone seems tan apart freckles sunburn,0,137,25
2091,8df1edcdd3,goodmorning father going balistic say rather get beat good day please text,1,125,24
2092,6865f38967,super bueno ftw proud guys,2,45,10
2093,d032abe7e7,fieldnotes ordered 8th still arrived weeks still books,0,96,18
2094,f0d4626bab,watching jon kate plus believe divorcing,0,59,9
2095,6e40085b81,work man bad job whole team want leave believe would make money,0,136,31
2096,2de05df74d,oh sure get everything live like celebrities,2,73,14
2097,e0e445b22d,know lots emails answer home tomorrow,1,63,14
2098,ab4a849f72,poor wife laid another hours doctors orders much dealing screaming baby,0,123,24
2099,3aa7b273df,good cholesterol good tumors,1,53,9
2100,72bb9e7002,tease cant wait til sunday nothing november oh well wait,1,117,22
2101,36ccb43335,loaded box recyle stuff salvation army took corner fast everything back might recycle dump,1,137,23
2102,b1fa0f82ee,gotta love im waking home midnite dangggg pray mr im jumpy,2,74,15
2103,94537563a1,looks like eprocurement e mail address office mate blacklisted asking whitelist,0,117,19
2104,6ac418d516,well ya please send luvin im sensing deep fiery anger surrounding presence right,2,106,18
2105,1fbbaaf55a,got home work looking forward tomorrow morning oh tomorrow night great,2,104,19
2106,8aed647dce,know feeling little depressing,0,50,10
2107,accefe0040,feeling like romeo juliet bryant wallinwood montagues capulets fb,1,95,15
2108,c88248431f,schulz lucky u park maybe short period really stuff done untill wed,2,114,24
2109,2ab3eaaa46,sucky day far hope gets better,1,36,8
2110,f37af9fd5b,hot weather freezing oz moment miss summer,0,83,17
2111,e8be02c725,glad called cause relationship clear happy hear voices eventhough absent school,2,128,23
2112,75aa5fabca,uh oooh throat scratchy,0,29,5
2113,7e260b1f13,man wont home co host xo blair,0,51,11
2114,7b55d6ffc7,haha yeah constant,2,63,12
2115,5cdb59a9fe,didnt devos hopefully day doesnt suck,2,65,12
2116,57c71184d0,see christoph please tell lunch packed morning left fridge,1,99,19
2117,009734582e,would like yesterday talked alyso stoner xd benton sent private messae coment,2,120,23
2118,86a04de3a2,hahaha tell,1,39,8
2119,a6ad5df0ca,ughhhhhhhhhhhh,0,18,2
2120,d372e59ba9,got much gray hair sudden ordered garnier roasted coffee drugstore com well see goes,1,131,25
2121,b4d63a88fa,dont know gonna lame fridaay maybe see besties,1,76,16
2122,4738b2a583,geez u obvious,1,36,9
2123,19bcc429e1,may suggest http tr im kxkw,1,36,5
2124,a15be8b169,lmfaaoooo watched pink video know well love soooo lol,2,88,16
2125,a27e6d1054,lol hubby think wives nuts,0,72,14
2126,609bf831e2,apparently even novell moonlight work jaunty,0,58,9
2127,24f443230e,people mustaches get super powers mustaches fair,0,62,10
2128,f016774208,got three shots today lift arms,1,48,9
2129,98069e1e28,bad day got worse,0,26,5
2130,cda9ab9282,woke starving,1,26,5
2131,8fd0a37acb,reason corona light tastes much better alone http twitpic com 67wa0,2,127,22
2132,b11272b594,let right one aparently drag hell also horrible cat nastiness,1,85,16
2133,841d197311,happy mothers day ok seriously good night,2,46,5
2134,82f88a3667,trying recover photos problem windows xd card result shots half visible microsoft,0,126,21
2135,b3441e489c,well,1,23,4
2136,cc4a151d1d,12 anisalovesu upset especially fear get jared hug tomorrow,1,98,18
2137,7f6299624f,wish could listen canada website let,0,75,14
2138,56e16709a4,yet would like know okay mum ask mumm hopefuly gonna tell us soon,2,127,26
2139,6d392e7d08,guess interested,0,35,7
2140,e609733759,hate funerals,0,16,3
2141,16548b81c2,sun melbourne happy mothers day mums,2,77,16
2142,4bf1967791,know means sorry,0,36,7
2143,dc1a833e52,saw walking back starbucks orange beetle,1,64,12
2144,154f78f7ab,lol yea know almost done semester week yay,1,66,13
2145,1f14f8f9f8,got back grandparents suprise 60th anniversary party sooooo much fun,2,93,14
2146,fb6a0f33bb,early,1,13,3
2147,360b82ca82,wish blog working properly great followfriday blog post wanted showcase,2,98,19
2148,0034cbc1c3,mmmm sounds tasty spiced rum earlier yummmmmyyyy also herbs always good although better shared,2,124,21
2149,83c53b5fb9,oh opera google friendly weeps,0,47,9
2150,55276d9a72,well another family chosen child interviewed back looking another kid,1,97,17
2151,11158d742e,58 also like aasman ke paar shaayad,2,40,8
2152,cc74409945,hates bleech messed black outfit,0,40,7
2153,04ed4760c0,spent whole dream cooking delicious meal woke got try,1,85,19
2154,32a3de062d,ship landed,1,20,4
2155,b232255ef5,kyle make fart noises armpit,1,41,8
2156,cf59390a61,hope schools gonna good tomorrow,2,35,6
2157,6ffce3b32e,watching movie book report im lazy read,1,59,12
2158,e651a2a287,going see wolverine lil bit excited,2,50,11
2159,8c5bb48dcd,feel like cause couldnt sleep last night went sleep n bk soooo tired,0,103,23
2160,e27e0e5453,bet sexy added u myspace,1,32,7
2161,7c25a30b87,dyed hair,1,19,5
2162,5fa8384ec4,mean monday take test monday please please,1,56,11
2163,8b8f51c9f8,need blackberry,0,19,4
2164,2977740144,found book starting real paper bound journal tonight annoying zit lip makes look like herpes,0,127,23
2165,e24582a55d,fantastic day az sun,2,28,6
2166,c2b7748b86,like mine green somehow taste minty otherwise heh heh,1,74,13
2167,fd53aa272c,scratchy scratchy throat warm fluids needed,0,44,6
2168,92a3fdbf42,sweet saw last year kenny sugarland kenny year seen b4 love gknight,2,126,25
2169,f20fecf55e,got followed one says talk god people wonder talks goddess people,1,108,20
2170,6891b6a593,wee arr sowbur promiss styoopid flying thing hazzunt kum owt agane itt iz hyding sumware larffing att us,1,118,21
2171,6b78e2821a,would like june nineteenth hurry self waiting impatiently see wes carr,0,102,20
2172,2faeedf48c,sometimes hate normal worry bout,1,67,13
2173,623c380ff0,crow morning,1,14,2
2174,54b5b970f4,welcome,2,20,3
2175,5047df4e16,thanks,2,7,1
2176,69267cdc12,dog doggy park,1,34,8
2177,469917b711,nice capture,2,13,2
2178,3bfa1312fb,yaaaawwwwnnnn thx bank holiday let see today prepared us,2,82,13
2179,80a97f2da4,lol thanx,2,19,4
2180,855dc31191,ever seen way uses browser probably like copies running http bit ly 1doeej,1,114,19
2181,f1d7662793,trying go sleep luck think sick,0,57,13
2182,a241c8c057,next song axed ombra mai fi 12 12 largo 12 hi 12 ndel,1,65,14
2183,4df0e90663,im hungry due last night dinner lack someone take care,1,80,14
2184,50f8337cdf,654 damp weather,0,31,5
2185,6447eff366,cba ohwell might play another innabit,1,53,10
2186,221bb3ba93,cool http yfrog com 097dfj,2,37,4
2187,fd0e1afe7b,new work wellness challenge going well committed check email pm failed first day twice,0,128,24
2188,f1c20600a1,good morning tweeps monday got way soon hope good one least good get monday,2,126,27
2189,7e6bcdb2e2,whew finally done editing friendster account haha oh geez hungry,0,77,12
2190,4130245871,aries person something common lol jk,1,67,12
2191,6695713aa0,flying nz www hot co nz great way get results aggregate,2,81,15
2192,6a7d4dbb87,toast morning,1,20,4
2193,428802d196,really sucks feel bad least woke eight,0,66,15
2194,49f90ab02a,sure mean blowin joint rb lol lol good one http blip fm 5z2zo,2,107,19
2195,8a51887698,haha ooh gorgeous whole weekend follow ouch blisters shoes yesterday,1,122,19
2196,ee7b8ccfe0,played mythic brawl order get good screenshot instead got perfection,2,88,16
2197,f1528ee87b,wanna go car,1,34,8
2198,f03e4a86e1,find tune sexy smooth lovely day http blip fm 5yzb6,2,86,15
2199,a182b2638e,thank yoou twittertakeover,2,44,7
2200,cdc54f3006,band work need laptop buy one ill drive shifts forever,1,75,15
2201,3263423ce3,thanx thee follow,2,20,4
2202,f33da9533a,suprised mom cake present mother day dad bought flowers,2,97,18
2203,5443d1e61e,highness crystalmariedontluvspiteanymore,1,72,2
2204,f9a1acf6b3,thanks people added skype want add name twitter name yt name blogtv etc,2,138,31
2205,1fcf0b3693,wasssup cocoliciousness knew u recognize ur daughter,1,77,11
2206,7841b9fac0,21month daughter seperation anxiety intense killing cant leave sight without breaking anxiety attack,0,136,22
2207,1943a08c94,forgot already ate lunch guess going,1,69,15
2208,78c6dea151,yeah know mwan,1,28,6
2209,17c748e8be,gmail,1,6,1
2210,6b04f2321a,fml dad didnt leave moneyz wait till gets home call finish work,1,102,22
2211,d4ec3764be,humira right everyone respond better enbrel ask rheumy much long term testing done,1,121,20
2212,60be267f1c,nothing yet,1,12,2
2213,70237730b5,officially apt learned stuff crazy neighbors used live across hall scary,0,114,19
2214,5ac02ec497,c ive sorted operating system apps seperate 60gb drive,2,79,16
2215,4a336e5390,gone estimation,1,39,8
2216,9d4923ef46,oh ims also friends im really sucks always around,0,104,22
2217,266a175c94,dude miss btw name mix damn man save hahaha,0,90,19
2218,770c7872ee,shame body waste,0,41,9
2219,8700b7c408,loooong weekend inlawing,1,49,9
2220,fc373145f8,realize young advanced happy birthday stefan mtfbwy always,2,86,12
2221,c8e44ba4ed,sitting watching britain got f talent watched small girl cry sad,0,91,17
2222,ffce24e081,oh oprah jumped front,0,35,7
2223,755e26b1b0,sleeping sleeping 8am know kids,1,74,16
2224,22e55199bd,cause give reason assume http tweet sg,1,61,11
2225,f5d996191d,thank much nice happy hear voice really started something good xo,2,121,24
2226,e332f80a53,moment truth im nervous,1,37,7
2227,a1ca634afc,make sure word poo balls underbelly suck balls gave wk,0,108,25
2228,a35edb35b9,ooh good thank heads bro,2,46,10
2229,5156e1f9c9,agree crazy worth block let twitter police know harrassment,0,96,18
2230,9d5407420e,needs job badly,0,20,4
2231,0654536ed4,wow difficult,0,30,6
2232,0b46134123,think studying really started taking toll,0,58,10
2233,5c1e9ac72e,couple hours ago ive got sun burn really uncomfortable,0,73,13
2234,900a88bb34,missing baby ducks,0,21,4
2235,2c0b9f2a3d,hours refusal upon realisation tomorrow morrissey gig brixton postponed looking fwd monthsish,1,137,22
2236,a321b0596d,hate dryer,0,17,4
2237,1307397601,lambert fans outside us wish could vote adam,1,68,13
2238,8b3af9531f,slowly gettin followers vry slowly,1,43,7
2239,73e592eef0,really gone chiropractor week today neck hurts bad,0,92,19
2240,978068a4d7,watching supernatural boys hunt day haha,1,61,11
2241,7f239881da,excited camp loads people thrilled fact get sleep tents roll around mud,2,129,26
2242,cd3dc4adf6,gonna get 2day found stayin til,0,66,15
2243,86029ff813,yep one nights,1,31,6
2244,236d5acf70,even though everyone wanted newish song teacher agreed old grumpy like us happy haha,0,112,21
2245,10b5f7786a,wish well past hour bed proper migraine,0,98,21
2246,3da1b1c356,teardrops,1,17,3
2247,c390bbe5c9,time germany went fast days left hopefully move soon,2,89,18
2248,8911f77bb8,trying tag picture facebook already tags lol,1,81,16
2249,8badd1851a,done run 5km 1h33mn 153bpm feeling great fatigue speed,2,92,18
2250,6c1dbb3188,wanna go vivid light walk,1,27,6
2251,85cc3caf4f,rewarding dinner american dream pizza rooftop terrace perfection got pages done prospectus,2,125,20
2252,e919052025,seriously neeed study,2,26,5
2253,04f60a9213,wish could go hear mint condition tommorow night,2,50,9
2254,a4983dca1a,feeling good win nice softball champs bring season,2,80,14
2255,6774ef79d9,good morning driving work,2,29,5
2256,9f2ad821ce,great time six flags yesterday summer friend spent night last night left bored,1,124,24
2257,c5bb827543,wow really need fun tonight,2,41,9
2258,f4974147c2,found one knows using twitter,1,48,10
2259,688e58880b,dee mack talking baby almost grown,2,69,13
2260,6f35e8d6e0,soupy soup time today heinz cream chicken mushroom yum bbl,1,75,13
2261,2a8024e414,boo didnt answer text,1,29,6
2262,064202f744,peeps boyfriend miami,1,46,9
2263,35422c15e7,leaving get angry teethed pulled,0,51,9
2264,d9e8233cc9,pearlman mow love mow,2,23,4
2265,9d0a42adf4,harry baked love cassie online,2,61,10
2266,f9915f381d,dude tried vegetarian thing lasted months good luck going vegan intense good move though,2,125,21
2267,bc237ce820,true sad say glad support group,1,76,17
2268,cfa474e4f6,going miss miss suhana,0,29,6
2269,af841b1be4,need go shopping need save money,1,61,13
2270,6b13a4751a,always seem know exactly right thing say thanks http ilikeucoz com youregreat,2,106,15
2271,fb29b092d3,saturday night live minutes jimmy still,1,62,12
2272,08a5e90bc7,make sure call yur mother tell much love tell love bringin world,2,116,25
2273,a1ee6e27ae,twpp still nw trending topics,1,37,6
2274,9311254c62,recorded new song today u wont hear long time thooo might play shows tho comeeeeee,1,118,25
2275,2d65ec4f12,ew used get suicides mid school mix like sodas together drink think remember enjoying,2,127,25
2276,34356c8e4e,fun show tonight wish could,2,54,11
2277,58351086b6,go near hive tame,0,39,8
2278,879462f251,know love nicholas braun think make okay cameron wanna see either,2,99,21
2279,beebadac85,em baby starts kindergarten crazy summer going,2,78,14
2280,38e76e723c,lucky see tonight,1,34,6
2281,bff3d9b8f0,emily wish hear,1,40,9
2282,e28b4c4fb7,three hated words see monday,0,47,9
2283,e5990de03f,hope go quickly possible,2,43,9
2284,40cf9705ac,sad day beer drinking movie goers speakeasy theaters,0,80,15
2285,15a32538cf,much pain really feel good eat dinner,0,73,16
2286,1871cab8f0,right heard song time two,2,62,12
2287,a74145ab64,home spending day catching old pals,1,54,11
2288,e92751610f,people cruel sometimes imagine star,0,61,10
2289,cdecbcc985,whoa sack chasing whores soo character say bring back sweet superman,1,114,22
2290,825f9780d9,logically yes find one though always seem see beside motorways cant stop,1,108,20
2291,1b3a21e77f,tweet,1,24,6
2292,dd9d766857,sick home bored want get better already enjoy college grad,0,92,20
2293,52ce8dd1ee,philippines tour please please please,1,42,5
2294,16e8dd810a,symphonic,1,11,2
2295,14887799a0,ahh yay gonna get,2,35,7
2296,5da260ac5f,much food today company gill want go home lay sun instead dark probably,1,112,22
2297,9b95aa128e,awww didnt see till edwin left knew wanted forsure tomorrow make u new batch,1,119,24
2298,b7e6d162e8,kinda headache,0,23,4
2299,b82c25fa5e,awe thank jon,2,21,3
2300,002210304b,love work http myspace com inikco tell ur friends follow,2,84,13
2301,9c115b6fac,todays line work os bluetooth app brief stint uniservity get time cs4 tutorials busy bank holiday,1,134,25
2302,7dc906d5a1,omg watching hollie steel crying painful bgt,0,58,10
2303,a9a5a87e15,made coffee cake mom,1,28,6
2304,5591081c25,sucks prints sorry,0,36,6
2305,228bb131e5,sunny outside one go play,1,63,15
2306,ebceac553d,achieving new appreciation xml build script really painful cumbersome,1,91,16
2307,e4eb2f9f2d,finished cleaning desk least office looking empty almost time car fb,1,115,25
2308,fbf5fbf656,weather sucks raining,0,39,5
2309,d9dcae5eed,work soonnnnnn looking rly dead today,0,46,7
2310,458f9dd8bb,today first mothers day little boy hope beautiful mothers day,2,96,18
